PassengerId,Pclass,Age,SibSp,Parch,Male,Embarked,Survived
855,2,9,1,0,0,S,0
856,3,4,0,1,0,S,1
857,1,9,1,1,0,S,1
858,1,11,0,0,1,S,1
859,3,5,0,3,0,C,1
860,3,-1,0,0,1,C,0
861,3,9,2,0,1,S,0
862,2,5,1,0,1,S,0
863,1,10,0,0,0,S,1
864,3,-1,8,2,0,S,0
865,2,5,0,0,1,S,0
866,2,9,0,0,0,S,1
867,2,6,1,0,0,C,1
868,1,7,0,0,1,S,0
869,3,-1,0,0,1,S,0
870,3,1,1,1,1,S,1
871,3,6,0,0,1,S,0
872,1,10,1,1,0,S,1
873,1,7,0,0,1,S,0
874,3,10,0,0,1,S,0
875,2,6,1,0,0,C,1
876,3,3,0,0,0,C,1
877,3,4,0,0,1,S,0
878,3,4,0,0,1,S,0
879,3,-1,0,0,1,S,0
880,1,12,0,1,0,C,1
881,2,5,0,1,0,S,1
882,3,7,0,0,1,S,0
883,3,5,0,0,0,S,0
884,2,6,0,0,1,S,0
885,3,5,0,0,1,S,0
886,3,8,0,5,0,Q,0
887,2,6,0,0,1,S,0
888,1,4,0,0,0,S,1
889,3,-1,1,2,0,S,0
890,1,6,0,0,1,C,1
891,3,7,0,0,1,Q,0
